,scan,macAddress,signalStrength,signalToNoiseRatio,location
22,13,84:d4:7e:ef:60:c2,-86.0,0.0,ENC 201
0,14,84:d4:7e:e6:e8:40,-81.0,0.0,ENC 201
1,14,84:d4:7e:e6:e8:41,-81.0,0.0,ENC 201
2,14,84:d4:7e:e6:e8:42,-81.0,0.0,ENC 201
3,14,84:d4:7e:ef:4f:02,-83.0,0.0,ENC 201
4,14,84:d4:7e:ef:63:a0,-83.0,0.0,ENC 201
5,14,04:bd:88:27:4f:40,-80.0,0.0,ENC 201
6,14,04:bd:88:27:4f:41,-79.0,0.0,ENC 201
7,14,04:bd:88:27:4f:42,-79.0,0.0,ENC 201
8,14,84:d4:7e:ef:47:60,-84.0,0.0,ENC 201
9,14,84:d4:7e:e6:72:61,-82.0,0.0,ENC 201
10,14,84:d4:7e:e6:35:41,-83.0,0.0,ENC 201
11,14,84:d4:7e:e6:f0:a0,-83.0,0.0,ENC 201
12,14,7a:a4:b7:51:a9:31,-77.0,0.0,ENC 201
13,14,60:a4:b7:51:a9:3f,-77.0,0.0,ENC 201
14,14,e4:c3:2a:85:e7:5b,-75.0,0.0,ENC 201
15,14,ea:c3:2a:85:e7:5b,-75.0,0.0,ENC 201
16,14,84:d4:7e:ef:60:c0,-83.0,0.0,ENC 201
17,14,84:d4:7e:ef:60:c1,-84.0,0.0,ENC 201
18,14,84:d4:7e:ef:60:c2,-84.0,0.0,ENC 201
19,14,84:d4:7e:f2:f1:c2,-86.0,0.0,ENC 201
20,14,04:bd:88:27:4e:40,-87.0,0.0,ENC 201
0,0,f4:2e:7f:4f:67:c0,-70.0,0.0,ENE 131
1,0,f4:2e:7f:4f:77:c0,-69.0,0.0,ENE 131
2,0,f4:2e:7f:4f:98:20,-61.0,0.0,ENE 131
3,0,f4:2e:7f:4f:98:21,-61.0,0.0,ENE 131
4,0,f4:2e:7f:4f:98:22,-61.0,0.0,ENE 131
5,0,f4:2e:7f:4f:67:c1,-68.0,0.0,ENE 131
6,0,f4:2e:7f:4f:67:c2,-69.0,0.0,ENE 131
7,0,f4:2e:7f:4f:77:c1,-73.0,0.0,ENE 131
8,0,f4:2e:7f:4f:77:c2,-73.0,0.0,ENE 131
9,0,f4:2e:7f:4f:1d:00,-77.0,0.0,ENE 131
10,0,f4:2e:7f:4f:1d:02,-75.0,0.0,ENE 131
11,0,f4:2e:7f:4f:7a:80,-71.0,0.0,ENE 131
12,0,f4:2e:7f:4f:7a:82,-71.0,0.0,ENE 131
13,0,f4:2e:7f:4f:86:c0,-80.0,0.0,ENE 131
14,0,f4:2e:7f:4f:7a:81,-71.0,0.0,ENE 131
0,1,f4:2e:7f:4f:9d:e0,-73.0,0.0,ENE 131
1,1,f4:2e:7f:4f:67:c0,-55.0,0.0,ENE 131
2,1,f4:2e:7f:4f:98:21,-64.0,0.0,ENE 131
3,1,f4:2e:7f:4f:67:c1,-55.0,0.0,ENE 131
4,1,f4:2e:7f:4f:98:20,-62.0,0.0,ENE 131
5,1,f4:2e:7f:4f:98:22,-63.0,0.0,ENE 131
6,1,f4:2e:7f:4f:9d:e1,-75.0,0.0,ENE 131
7,1,f4:2e:7f:4f:67:c2,-55.0,0.0,ENE 131
8,1,f4:2e:7f:4f:54:80,-72.0,0.0,ENE 131
9,1,f4:2e:7f:4f:54:81,-70.0,0.0,ENE 131
10,1,f4:2e:7f:4f:54:82,-71.0,0.0,ENE 131
11,1,f4:2e:7f:4f:1d:00,-72.0,0.0,ENE 131
12,1,f4:2e:7f:4f:1d:01,-72.0,0.0,ENE 131
13,1,f4:2e:7f:4f:1d:02,-72.0,0.0,ENE 131
14,1,f4:2e:7f:4f:7a:81,-76.0,0.0,ENE 131
15,1,f4:2e:7f:4f:7a:82,-76.0,0.0,ENE 131
16,1,f4:2e:7f:4f:7a:80,-78.0,0.0,ENE 131
0,2,f4:2e:7f:4f:67:c0,-57.0,0.0,ENE 131
1,2,f4:2e:7f:4f:98:20,-61.0,0.0,ENE 131
2,2,f4:2e:7f:4f:98:21,-60.0,0.0,ENE 131
3,2,f4:2e:7f:4f:98:22,-61.0,0.0,ENE 131
4,2,f4:2e:7f:4f:9d:e0,-74.0,0.0,ENE 131
5,2,f4:2e:7f:4f:9d:e1,-78.0,0.0,ENE 131
6,2,f4:2e:7f:4f:67:c1,-57.0,0.0,ENE 131
7,2,f4:2e:7f:4f:67:c2,-56.0,0.0,ENE 131
8,2,f4:2e:7f:4f:54:80,-74.0,0.0,ENE 131
9,2,f4:2e:7f:4f:54:81,-73.0,0.0,ENE 131
10,2,f4:2e:7f:4f:77:c0,-77.0,0.0,ENE 131
11,2,f4:2e:7f:4f:54:82,-73.0,0.0,ENE 131
12,2,f4:2e:7f:4f:1d:00,-72.0,0.0,ENE 131
13,2,f4:2e:7f:4f:1d:01,-70.0,0.0,ENE 131
14,2,f4:2e:7f:4f:1d:02,-72.0,0.0,ENE 131
15,2,f4:2e:7f:4f:7a:80,-72.0,0.0,ENE 131
16,2,f4:2e:7f:4f:7a:81,-71.0,0.0,ENE 131
17,2,f4:2e:7f:4f:7a:82,-71.0,0.0,ENE 131
0,3,f4:2e:7f:4f:98:20,-61.0,0.0,ENE 131
1,3,f4:2e:7f:4f:67:c0,-61.0,0.0,ENE 131
2,3,f4:2e:7f:4f:77:c1,-75.0,0.0,ENE 131
3,3,f4:2e:7f:4f:98:21,-61.0,0.0,ENE 131
4,3,f4:2e:7f:4f:67:c2,-61.0,0.0,ENE 131
5,3,f4:2e:7f:4f:98:22,-62.0,0.0,ENE 131
6,3,f4:2e:7f:4f:67:c1,-60.0,0.0,ENE 131
7,3,f4:2e:7f:4f:77:c0,-75.0,0.0,ENE 131
8,3,f4:2e:7f:4f:8d:20,-78.0,0.0,ENE 131
9,3,f4:2e:7f:4f:9d:e2,-82.0,0.0,ENE 131
10,3,f4:2e:7f:4f:7a:81,-77.0,0.0,ENE 131
11,3,f4:2e:7f:4f:7a:82,-78.0,0.0,ENE 131
12,3,f4:2e:7f:4f:7a:80,-77.0,0.0,ENE 131
0,4,f4:2e:7f:4f:98:20,-64.0,0.0,ENE 131
1,4,f4:2e:7f:4f:98:21,-64.0,0.0,ENE 131
2,4,f4:2e:7f:4f:67:c0,-66.0,0.0,ENE 131
3,4,f4:2e:7f:4f:98:22,-63.0,0.0,ENE 131
4,4,f4:2e:7f:4f:67:c1,-65.0,0.0,ENE 131
5,4,f4:2e:7f:4f:67:c2,-66.0,0.0,ENE 131
6,4,f4:2e:7f:4f:77:c0,-73.0,0.0,ENE 131
7,4,f4:2e:7f:4f:77:c1,-72.0,0.0,ENE 131
8,4,f4:2e:7f:4f:77:c2,-73.0,0.0,ENE 131
9,4,f4:2e:7f:4f:9d:e2,-76.0,0.0,ENE 131
10,4,f4:2e:7f:4f:7a:80,-81.0,0.0,ENE 131
0,5,f4:2e:7f:4f:98:20,-61.0,0.0,ENE 131
1,5,f4:2e:7f:4f:77:c1,-68.0,0.0,ENE 131
2,5,f4:2e:7f:4f:98:21,-62.0,0.0,ENE 131
3,5,f4:2e:7f:4f:77:c2,-67.0,0.0,ENE 131
4,5,f4:2e:7f:4f:98:22,-62.0,0.0,ENE 131
5,5,f4:2e:7f:4f:67:c0,-65.0,0.0,ENE 131
6,5,f4:2e:7f:4f:67:c1,-65.0,0.0,ENE 131
7,5,f4:2e:7f:4f:67:c2,-66.0,0.0,ENE 131
8,5,f4:2e:7f:4f:77:c0,-67.0,0.0,ENE 131
9,5,f4:2e:7f:4f:1d:01,-79.0,0.0,ENE 131
10,5,f4:2e:7f:4f:1d:00,-81.0,0.0,ENE 131
11,5,f4:2e:7f:4f:7a:80,-81.0,0.0,ENE 131
0,6,f4:2e:7f:4f:77:c0,-71.0,0.0,ENE 131
1,6,f4:2e:7f:4f:77:c1,-71.0,0.0,ENE 131
2,6,f4:2e:7f:4f:67:c1,-68.0,0.0,ENE 131
3,6,f4:2e:7f:4f:67:c2,-67.0,0.0,ENE 131
4,6,f4:2e:7f:4f:77:c2,-71.0,0.0,ENE 131
5,6,f4:2e:7f:4f:98:20,-69.0,0.0,ENE 131
6,6,f4:2e:7f:4f:98:21,-69.0,0.0,ENE 131
7,6,f4:2e:7f:4f:98:22,-70.0,0.0,ENE 131
8,6,f4:2e:7f:4f:91:81,-82.0,0.0,ENE 131
9,6,f4:2e:7f:4f:1d:00,-78.0,0.0,ENE 131
10,6,f4:2e:7f:4f:7a:80,-75.0,0.0,ENE 131
11,6,f4:2e:7f:4f:7a:81,-77.0,0.0,ENE 131
12,6,f4:2e:7f:4f:7a:82,-75.0,0.0,ENE 131
0,7,f4:2e:7f:4f:98:22,-69.0,0.0,ENE 131
1,7,f4:2e:7f:4f:98:20,-69.0,0.0,ENE 131
2,7,f4:2e:7f:4f:98:21,-69.0,0.0,ENE 131
3,7,f4:2e:7f:4f:67:c0,-62.0,0.0,ENE 131
4,7,f4:2e:7f:4f:67:c1,-62.0,0.0,ENE 131
5,7,f4:2e:7f:4f:67:c2,-62.0,0.0,ENE 131
6,7,f4:2e:7f:4f:77:c2,-75.0,0.0,ENE 131
7,7,f4:2e:7f:4f:77:c0,-74.0,0.0,ENE 131
8,7,f4:2e:7f:4f:77:c1,-74.0,0.0,ENE 131
9,7,f4:2e:7f:4f:1d:00,-81.0,0.0,ENE 131
0,8,f4:2e:7f:4f:98:20,-66.0,0.0,ENE 131
1,8,f4:2e:7f:4f:98:21,-65.0,0.0,ENE 131
2,8,f4:2e:7f:4f:98:22,-66.0,0.0,ENE 131
3,8,f4:2e:7f:4f:67:c0,-59.0,0.0,ENE 131
4,8,f4:2e:7f:4f:67:c1,-59.0,0.0,ENE 131
5,8,f4:2e:7f:4f:67:c2,-58.0,0.0,ENE 131
6,8,f4:2e:7f:4f:77:c0,-74.0,0.0,ENE 131
7,8,f4:2e:7f:4f:77:c1,-74.0,0.0,ENE 131
8,8,f4:2e:7f:4f:77:c2,-74.0,0.0,ENE 131
9,8,f4:2e:7f:4f:1d:01,-78.0,0.0,ENE 131
10,8,f4:2e:7f:4f:1d:00,-75.0,0.0,ENE 131
0,9,f4:2e:7f:4f:67:c0,-74.0,0.0,ENE 131
1,9,f4:2e:7f:4f:98:20,-70.0,0.0,ENE 131
2,9,f4:2e:7f:4f:67:c1,-72.0,0.0,ENE 131
3,9,f4:2e:7f:4f:98:21,-70.0,0.0,ENE 131
4,9,f4:2e:7f:4f:67:c2,-73.0,0.0,ENE 131
5,9,f4:2e:7f:4f:98:22,-71.0,0.0,ENE 131
0,10,f4:2e:7f:4f:98:20,-65.0,0.0,ENE 131
1,10,f4:2e:7f:4f:98:21,-64.0,0.0,ENE 131
2,10,f4:2e:7f:4f:98:22,-64.0,0.0,ENE 131
3,10,f4:2e:7f:4f:67:c0,-63.0,0.0,ENE 131
4,10,f4:2e:7f:4f:67:c1,-63.0,0.0,ENE 131
5,10,f4:2e:7f:4f:67:c2,-63.0,0.0,ENE 131
6,10,f4:2e:7f:4f:54:82,-77.0,0.0,ENE 131
7,10,f4:2e:7f:4f:8d:20,-72.0,0.0,ENE 131
8,10,f4:2e:7f:4f:8d:22,-73.0,0.0,ENE 131
9,10,f4:2e:7f:4f:77:c1,-74.0,0.0,ENE 131
10,10,f4:2e:7f:4f:54:81,-74.0,0.0,ENE 131
11,10,f4:2e:7f:4f:8d:21,-74.0,0.0,ENE 131
12,10,f4:2e:7f:4f:1d:00,-66.0,0.0,ENE 131
13,10,f4:2e:7f:4f:1d:01,-66.0,0.0,ENE 131
14,10,f4:2e:7f:4f:1d:02,-66.0,0.0,ENE 131
15,10,b8:76:3f:33:d0:e2,-77.0,0.0,ENE 131
16,10,f4:2e:7f:4f:7a:80,-73.0,0.0,ENE 131
17,10,f4:2e:7f:4f:7a:81,-73.0,0.0,ENE 131
18,10,f4:2e:7f:4f:7a:82,-72.0,0.0,ENE 131
0,11,f4:2e:7f:4f:54:82,-80.0,0.0,ENE 131
1,11,f4:2e:7f:4f:8d:21,-77.0,0.0,ENE 131
2,11,f4:2e:7f:4f:98:20,-66.0,0.0,ENE 131
3,11,f4:2e:7f:4f:98:21,-66.0,0.0,ENE 131
4,11,f4:2e:7f:4f:98:22,-65.0,0.0,ENE 131
5,11,f4:2e:7f:4f:67:c0,-57.0,0.0,ENE 131
6,11,f4:2e:7f:4f:67:c1,-57.0,0.0,ENE 131
7,11,f4:2e:7f:4f:67:c2,-57.0,0.0,ENE 131
8,11,f4:2e:7f:4f:54:80,-74.0,0.0,ENE 131
9,11,f4:2e:7f:4f:54:81,-74.0,0.0,ENE 131
10,11,f4:2e:7f:4f:8d:20,-77.0,0.0,ENE 131
11,11,f4:2e:7f:4f:8d:22,-79.0,0.0,ENE 131
12,11,f4:2e:7f:4f:9d:e0,-76.0,0.0,ENE 131
13,11,f4:2e:7f:4f:9d:e1,-73.0,0.0,ENE 131
14,11,f4:2e:7f:4f:9d:e2,-74.0,0.0,ENE 131
15,11,f4:2e:7f:4f:1d:00,-66.0,0.0,ENE 131
16,11,f4:2e:7f:4f:1d:01,-66.0,0.0,ENE 131
17,11,f4:2e:7f:4f:1d:02,-66.0,0.0,ENE 131
18,11,f4:2e:7f:4f:7a:80,-72.0,0.0,ENE 131
19,11,f4:2e:7f:4f:7a:81,-72.0,0.0,ENE 131
20,11,f4:2e:7f:4f:7a:82,-72.0,0.0,ENE 131
21,11,f4:2e:7f:4f:86:c0,-81.0,0.0,ENE 131
0,0,b8:76:3f:33:d0:e2,-79.0,0.0,ENE 327
1,0,f4:2e:7f:4f:16:c0,-49.0,0.0,ENE 327
2,0,f4:2e:7f:4f:16:c1,-49.0,0.0,ENE 327
3,0,f4:2e:7f:4f:16:c2,-49.0,0.0,ENE 327
0,1,b8:76:3f:33:d0:e2,-80.0,0.0,ENE 327
1,1,f4:2e:7f:4f:16:c0,-53.0,0.0,ENE 327
2,1,f4:2e:7f:4f:16:c1,-52.0,0.0,ENE 327
3,1,f4:2e:7f:4f:16:c2,-49.0,0.0,ENE 327
0,2,f4:2e:7f:4f:16:c0,-54.0,0.0,ENE 327
1,2,f4:2e:7f:4f:16:c1,-53.0,0.0,ENE 327
2,2,f4:2e:7f:4f:16:c2,-54.0,0.0,ENE 327
3,2,f4:2e:7f:4f:28:20,-81.0,0.0,ENE 327
4,2,f4:2e:7f:4f:28:21,-81.0,0.0,ENE 327
5,2,f4:2e:7f:4f:28:22,-81.0,0.0,ENE 327
0,3,f4:2e:7f:4f:16:c0,-60.0,0.0,ENE 327
1,3,f4:2e:7f:4f:16:c1,-60.0,0.0,ENE 327
2,3,f4:2e:7f:4f:28:20,-81.0,0.0,ENE 327
3,3,f4:2e:7f:4f:16:c2,-60.0,0.0,ENE 327
0,4,f4:2e:7f:4f:16:c0,-56.0,0.0,ENE 327
1,4,f4:2e:7f:4f:16:c1,-56.0,0.0,ENE 327
2,4,f4:2e:7f:4f:16:c2,-56.0,0.0,ENE 327
0,5,f4:2e:7f:4f:16:c0,-57.0,0.0,ENE 327
1,5,f4:2e:7f:4f:16:c1,-57.0,0.0,ENE 327
2,5,f4:2e:7f:4f:16:c2,-57.0,0.0,ENE 327
0,6,f4:2e:7f:4f:16:c0,-55.0,0.0,ENE 327
1,6,f4:2e:7f:4f:16:c1,-56.0,0.0,ENE 327
2,6,f4:2e:7f:4f:16:c2,-56.0,0.0,ENE 327
0,7,f4:2e:7f:4f:16:c0,-47.0,0.0,ENE 327
1,7,f4:2e:7f:4f:28:20,-80.0,0.0,ENE 327
2,7,f4:2e:7f:4f:16:c1,-47.0,0.0,ENE 327
3,7,f4:2e:7f:4f:28:22,-80.0,0.0,ENE 327
4,7,f4:2e:7f:4f:16:c2,-47.0,0.0,ENE 327
0,8,f4:2e:7f:4f:77:c0,-79.0,0.0,ENE 327
1,8,f4:2e:7f:4f:16:c0,-59.0,0.0,ENE 327
2,8,f4:2e:7f:4f:16:c1,-59.0,0.0,ENE 327
3,8,f4:2e:7f:4f:16:c2,-58.0,0.0,ENE 327
0,9,f4:2e:7f:4f:16:c0,-56.0,0.0,ENE 327
1,9,f4:2e:7f:4f:16:c1,-56.0,0.0,ENE 327
2,9,f4:2e:7f:4f:16:c2,-56.0,0.0,ENE 327
0,0,84:d4:7e:e6:24:c0,-56.0,0.0,S_G
1,0,84:d4:7e:e6:24:c1,-57.0,0.0,S_G
2,0,84:d4:7e:e6:24:c2,-56.0,0.0,S_G
3,0,84:d4:7e:ef:35:61,-66.0,0.0,S_G
4,0,84:d4:7e:ef:35:62,-66.0,0.0,S_G
5,0,84:d4:7e:e6:76:c0,-68.0,0.0,S_G
6,0,84:d4:7e:e6:76:c1,-72.0,0.0,S_G
7,0,84:d4:7e:ef:50:21,-74.0,0.0,S_G
8,0,04:bd:88:27:5e:40,-78.0,0.0,S_G
9,0,36:94:54:8d:b5:4e,-87.0,0.0,S_G
10,0,84:d4:7e:ef:35:60,-66.0,0.0,S_G
11,0,84:d4:7e:e6:83:e2,-76.0,0.0,S_G
12,0,84:d4:7e:e6:77:40,-73.0,0.0,S_G
13,0,84:d4:7e:e6:77:42,-74.0,0.0,S_G
14,0,d2:ee:8a:0a:40:14,-80.0,0.0,S_G
15,0,04:bd:88:27:4f:e0,-78.0,0.0,S_G
16,0,04:bd:88:27:4f:e1,-78.0,0.0,S_G
17,0,04:bd:88:27:4f:e2,-79.0,0.0,S_G
18,0,84:d4:7e:e6:72:61,-83.0,0.0,S_G
19,0,84:d4:7e:e6:72:62,-82.0,0.0,S_G
20,0,04:bd:88:27:4a:40,-77.0,0.0,S_G
21,0,04:bd:88:27:4a:41,-77.0,0.0,S_G
22,0,04:bd:88:27:4a:42,-77.0,0.0,S_G
23,0,e4:c3:2a:85:e7:5b,-72.0,0.0,S_G
24,0,ea:c3:2a:85:e7:5b,-76.0,0.0,S_G
0,1,84:d4:7e:e6:24:c0,-81.0,0.0,S_G
1,1,84:d4:7e:e6:24:c1,-80.0,0.0,S_G
2,1,84:d4:7e:e6:24:c2,-80.0,0.0,S_G
3,1,ea:14:5c:45:2e:8a,-87.0,0.0,S_G
0,2,84:d4:7e:ef:35:40,-84.0,0.0,S_G
1,2,84:d4:7e:ef:35:41,-84.0,0.0,S_G
2,2,84:d4:7e:ef:35:42,-83.0,0.0,S_G
0,3,84:d4:7e:e6:24:c0,-57.0,0.0,S_G
1,3,84:d4:7e:e6:24:c1,-56.0,0.0,S_G
2,3,84:d4:7e:e6:24:c2,-57.0,0.0,S_G
3,3,84:d4:7e:e6:77:41,-75.0,0.0,S_G
4,3,36:94:54:8d:f6:a8,-80.0,0.0,S_G
5,3,84:d4:7e:ef:35:60,-73.0,0.0,S_G
6,3,84:d4:7e:f2:fc:60,-79.0,0.0,S_G
7,3,84:d4:7e:f2:fc:61,-78.0,0.0,S_G
8,3,9c:1c:12:98:61:c0,-72.0,0.0,S_G
9,3,9c:1c:12:98:61:c2,-72.0,0.0,S_G
10,3,84:d4:7e:e6:83:e1,-73.0,0.0,S_G
11,3,84:d4:7e:e6:83:e2,-74.0,0.0,S_G
12,3,84:d4:7e:e6:76:c0,-65.0,0.0,S_G
13,3,84:d4:7e:e6:77:40,-73.0,0.0,S_G
14,3,84:d4:7e:e6:78:20,-72.0,0.0,S_G
15,3,ea:14:5c:45:2e:8a,-60.0,0.0,S_G
16,3,84:d4:7e:e6:72:62,-81.0,0.0,S_G
17,3,d2:ee:8a:0a:40:14,-81.0,0.0,S_G
18,3,84:d4:7e:e6:78:21,-71.0,0.0,S_G
19,3,e4:c3:2a:85:e7:5b,-76.0,0.0,S_G
20,3,a8:5e:45:dc:fd:80,-74.0,0.0,S_G
21,3,84:d4:7e:ef:35:40,-59.0,0.0,S_G
22,3,84:d4:7e:ef:35:41,-61.0,0.0,S_G
23,3,84:d4:7e:ef:35:42,-60.0,0.0,S_G
24,3,84:d4:7e:f2:fd:c0,-75.0,0.0,S_G
0,4,84:d4:7e:e6:24:c0,-56.0,0.0,S_G
1,4,84:d4:7e:e6:24:c1,-55.0,0.0,S_G
2,4,84:d4:7e:e6:24:c2,-55.0,0.0,S_G
3,4,84:d4:7e:ef:35:60,-72.0,0.0,S_G
4,4,84:d4:7e:ef:35:62,-72.0,0.0,S_G
5,4,84:d4:7e:f2:fc:60,-75.0,0.0,S_G
6,4,84:d4:7e:e6:83:e0,-72.0,0.0,S_G
7,4,84:d4:7e:e6:78:20,-79.0,0.0,S_G
8,4,ea:c3:2a:85:e7:5b,-77.0,0.0,S_G
9,4,e4:c3:2a:85:e7:5b,-71.0,0.0,S_G
10,4,84:d4:7e:ef:35:40,-63.0,0.0,S_G
11,4,84:d4:7e:ef:35:41,-62.0,0.0,S_G
12,4,84:d4:7e:ef:35:42,-63.0,0.0,S_G
0,5,84:d4:7e:e6:24:c0,-60.0,0.0,S_G
1,5,84:d4:7e:e6:24:c1,-59.0,0.0,S_G
2,5,84:d4:7e:e6:24:c2,-60.0,0.0,S_G
3,5,84:d4:7e:e6:77:40,-73.0,0.0,S_G
4,5,04:bd:88:27:5e:40,-81.0,0.0,S_G
5,5,04:bd:88:27:5e:42,-78.0,0.0,S_G
6,5,84:d4:7e:ef:35:62,-75.0,0.0,S_G
7,5,84:d4:7e:e6:76:c0,-73.0,0.0,S_G
8,5,84:d4:7e:e6:76:c1,-72.0,0.0,S_G
9,5,84:d4:7e:e6:76:c2,-73.0,0.0,S_G
10,5,84:d4:7e:ef:35:61,-74.0,0.0,S_G
11,5,84:d4:7e:f2:fc:60,-75.0,0.0,S_G
12,5,84:d4:7e:e6:78:22,-75.0,0.0,S_G
13,5,84:d4:7e:e6:24:02,-86.0,0.0,S_G
14,5,84:d4:7e:e6:78:20,-75.0,0.0,S_G
15,5,84:d4:7e:e6:78:21,-75.0,0.0,S_G
16,5,84:d4:7e:e6:f2:22,-80.0,0.0,S_G
17,5,84:d4:7e:f2:f1:c2,-79.0,0.0,S_G
18,5,84:d4:7e:ef:35:40,-71.0,0.0,S_G
19,5,84:d4:7e:ef:35:41,-69.0,0.0,S_G
20,5,84:d4:7e:ef:35:42,-70.0,0.0,S_G
0,6,84:d4:7e:e6:76:c1,-75.0,0.0,S_G
1,6,84:d4:7e:e6:76:c2,-75.0,0.0,S_G
2,6,84:d4:7e:e6:24:c0,-62.0,0.0,S_G
3,6,84:d4:7e:ef:35:62,-73.0,0.0,S_G
4,6,84:d4:7e:e6:24:c1,-62.0,0.0,S_G
5,6,84:d4:7e:e6:24:c2,-62.0,0.0,S_G
6,6,84:d4:7e:e6:76:c0,-73.0,0.0,S_G
7,6,84:d4:7e:ef:35:61,-73.0,0.0,S_G
8,6,04:bd:88:26:1d:21,-76.0,0.0,S_G
9,6,84:d4:7e:e6:83:e1,-78.0,0.0,S_G
10,6,84:d4:7e:e6:78:20,-78.0,0.0,S_G
11,6,84:d4:7e:e6:78:21,-74.0,0.0,S_G
12,6,ea:14:5c:45:2e:8a,-62.0,0.0,S_G
13,6,84:d4:7e:ef:35:41,-71.0,0.0,S_G
14,6,84:d4:7e:ef:35:42,-70.0,0.0,S_G
15,6,84:d4:7e:f2:fd:c0,-76.0,0.0,S_G
0,7,84:d4:7e:e6:24:c0,-58.0,0.0,S_G
1,7,84:d4:7e:e6:24:c1,-58.0,0.0,S_G
2,7,84:d4:7e:e6:24:c2,-58.0,0.0,S_G
3,7,84:d4:7e:e6:83:e2,-83.0,0.0,S_G
4,7,84:d4:7e:e6:77:41,-77.0,0.0,S_G
5,7,84:d4:7e:ef:35:62,-70.0,0.0,S_G
6,7,84:d4:7e:e6:83:e1,-80.0,0.0,S_G
7,7,84:d4:7e:e6:76:c1,-71.0,0.0,S_G
8,7,84:d4:7e:e6:76:c2,-70.0,0.0,S_G
9,7,84:d4:7e:e6:78:20,-78.0,0.0,S_G
10,7,ea:c3:2a:85:e7:5b,-77.0,0.0,S_G
11,7,a8:5e:45:dc:fd:80,-67.0,0.0,S_G
12,7,84:d4:7e:ef:35:40,-64.0,0.0,S_G
13,7,84:d4:7e:ef:35:41,-64.0,0.0,S_G
14,7,84:d4:7e:ef:35:42,-65.0,0.0,S_G
0,8,04:bd:88:26:1d:20,-76.0,0.0,S_G
1,8,04:bd:88:26:1d:21,-74.0,0.0,S_G
2,8,9c:1c:12:98:61:c2,-79.0,0.0,S_G
3,8,84:d4:7e:e6:83:e0,-76.0,0.0,S_G
4,8,84:d4:7e:e6:83:e1,-74.0,0.0,S_G
5,8,84:d4:7e:e6:76:c0,-70.0,0.0,S_G
6,8,84:d4:7e:e6:76:c1,-69.0,0.0,S_G
7,8,84:d4:7e:e6:76:c2,-70.0,0.0,S_G
8,8,04:bd:88:27:51:81,-84.0,0.0,S_G
9,8,84:d4:7e:e6:77:41,-74.0,0.0,S_G
10,8,84:d4:7e:e6:77:42,-75.0,0.0,S_G
11,8,04:bd:88:27:5e:40,-83.0,0.0,S_G
12,8,04:bd:88:27:5e:41,-81.0,0.0,S_G
13,8,84:d4:7e:e6:24:c0,-59.0,0.0,S_G
14,8,84:d4:7e:ef:35:60,-71.0,0.0,S_G
15,8,84:d4:7e:ef:35:61,-72.0,0.0,S_G
16,8,84:d4:7e:ef:35:62,-72.0,0.0,S_G
17,8,84:d4:7e:e6:24:c1,-59.0,0.0,S_G
18,8,84:d4:7e:e6:24:c2,-59.0,0.0,S_G
19,8,04:bd:88:26:1d:22,-79.0,0.0,S_G
20,8,84:d4:7e:e6:77:40,-76.0,0.0,S_G
21,8,84:d4:7e:ef:35:40,-69.0,0.0,S_G
22,8,84:d4:7e:ef:35:42,-69.0,0.0,S_G
23,8,84:d4:7e:f2:f1:c1,-79.0,0.0,S_G
0,9,84:d4:7e:ef:35:61,-70.0,0.0,S_G
1,9,84:d4:7e:e6:76:c2,-74.0,0.0,S_G
2,9,84:d4:7e:e6:24:c0,-59.0,0.0,S_G
3,9,84:d4:7e:ef:35:60,-68.0,0.0,S_G
4,9,84:d4:7e:e6:24:c1,-58.0,0.0,S_G
5,9,84:d4:7e:e6:24:c2,-59.0,0.0,S_G
6,9,0a:3a:8d:ce:86:68,-79.0,0.0,S_G
7,9,84:d4:7e:e6:83:e2,-75.0,0.0,S_G
8,9,84:d4:7e:ee:61:e0,-81.0,0.0,S_G
9,9,84:d4:7e:e6:76:c1,-73.0,0.0,S_G
10,9,ea:14:5c:45:2e:8a,-63.0,0.0,S_G
11,9,6a:55:9a:c5:e8:17,-79.0,0.0,S_G
12,9,a8:5e:45:dc:fd:80,-70.0,0.0,S_G
13,9,84:d4:7e:f2:fd:c0,-76.0,0.0,S_G
14,9,84:d4:7e:ef:35:40,-72.0,0.0,S_G
15,9,84:d4:7e:ef:35:41,-73.0,0.0,S_G
16,9,84:d4:7e:ef:35:42,-79.0,0.0,S_G
0,10,84:d4:7e:e6:76:c0,-71.0,0.0,S_G
1,10,84:d4:7e:e6:77:41,-76.0,0.0,S_G
2,10,84:d4:7e:e6:24:c0,-58.0,0.0,S_G
3,10,84:d4:7e:e6:24:c1,-58.0,0.0,S_G
4,10,84:d4:7e:ef:35:60,-73.0,0.0,S_G
5,10,84:d4:7e:e6:24:c2,-59.0,0.0,S_G
6,10,84:d4:7e:ef:35:61,-70.0,0.0,S_G
7,10,84:d4:7e:e6:83:e2,-75.0,0.0,S_G
8,10,6a:55:9a:c5:e8:17,-78.0,0.0,S_G
9,10,a8:5e:45:dc:fd:80,-72.0,0.0,S_G
10,10,84:d4:7e:f2:f1:c1,-78.0,0.0,S_G
11,10,84:d4:7e:ef:35:40,-74.0,0.0,S_G
12,10,84:d4:7e:ef:35:41,-75.0,0.0,S_G
0,11,84:d4:7e:e6:24:c0,-59.0,0.0,S_G
1,11,84:d4:7e:e6:24:c1,-59.0,0.0,S_G
2,11,84:d4:7e:e6:24:c2,-58.0,0.0,S_G
