,SSID,BSSID,MANUFACTURER,SIGNAL,High Signal,RSSI,High RSSI,AUTHENTICATION,ENCRYPTION,RADIO TYPE,CHANNEL,BTX,OTX,NETWORK TYPE,LABEL,LATITUDE,LONGITUDE,SATELLITES,HDOP,ALTITUDE,HEIGHT OF GEOID,SPEED(km/h),SPEED(MPH),TRACK ANGLE,DATE(UTC),TIME(UTC)
0,airuc-guest,84:D4:7E:E6:76:D0,"Aruba, a Hewlett Packard Enterprise Company",53,53,-75,-75,Open,,802.11ac,132,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
1,airuc-guest,84:D4:7E:E6:76:D0,"Aruba, a Hewlett Packard Enterprise Company",53,53,-75,-75,Open,,802.11ac,132,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
2,airuc-guest,84:D4:7E:E6:F0:B0,"Aruba, a Hewlett Packard Enterprise Company",50,50,-76,-76,Open,,802.11ac,161,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
3,airuc-guest,84:D4:7E:E6:F0:B0,"Aruba, a Hewlett Packard Enterprise Company",50,50,-76,-76,Open,,802.11ac,161,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
4,airuc-guest,84:D4:7E:E6:E8:50,"Aruba, a Hewlett Packard Enterprise Company",62,62,-72,-72,Open,,802.11ac,112,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
5,airuc-guest,84:D4:7E:E6:E8:50,"Aruba, a Hewlett Packard Enterprise Company",62,62,-72,-72,Open,,802.11ac,112,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
6,airuc-guest,84:D4:7E:EE:94:10,"Aruba, a Hewlett Packard Enterprise Company",50,57,-76,-74,Open,,802.11ac,136,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
7,airuc-guest,84:D4:7E:EE:94:10,"Aruba, a Hewlett Packard Enterprise Company",57,57,-74,-74,Open,,802.11ac,136,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
8,airuc-guest,84:D4:7E:E6:78:20,"Aruba, a Hewlett Packard Enterprise Company",57,57,-74,-74,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
9,airuc-guest,84:D4:7E:E6:78:20,"Aruba, a Hewlett Packard Enterprise Company",57,57,-74,-74,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
10,airuc-guest,84:D4:7E:F2:FC:70,"Aruba, a Hewlett Packard Enterprise Company",46,53,-77,-75,Open,,802.11ac,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
11,airuc-guest,84:D4:7E:F2:FC:70,"Aruba, a Hewlett Packard Enterprise Company",53,53,-75,-75,Open,,802.11ac,44,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
12,airuc-guest,84:D4:7E:E6:26:10,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,149,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
13,airuc-guest,84:D4:7E:E6:72:70,"Aruba, a Hewlett Packard Enterprise Company",40,46,-79,-77,Open,,802.11ac,104,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
14,airuc-guest,84:D4:7E:E6:72:70,"Aruba, a Hewlett Packard Enterprise Company",46,46,-77,-77,Open,,802.11ac,104,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
15,airuc-guest,84:D4:7E:F3:00:90,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
16,airuc-guest,84:D4:7E:F3:00:90,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,36,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
17,airuc-guest,84:D4:7E:E6:82:30,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,112,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
18,airuc-guest,84:D4:7E:E6:82:30,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,112,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
19,airuc-guest,84:D4:7E:F2:FD:C0,"Aruba, a Hewlett Packard Enterprise Company",85,85,-55,-55,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
20,airuc-guest,84:D4:7E:F2:FD:C0,"Aruba, a Hewlett Packard Enterprise Company",85,85,-56,-55,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
21,airuc-guest,84:D4:7E:EE:A2:30,"Aruba, a Hewlett Packard Enterprise Company",53,53,-75,-75,Open,,802.11ac,157,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
22,airuc-guest,84:D4:7E:EE:A2:30,"Aruba, a Hewlett Packard Enterprise Company",53,53,-75,-75,Open,,802.11ac,157,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
23,airuc-guest,84:D4:7E:EF:35:50,"Aruba, a Hewlett Packard Enterprise Company",81,81,-63,-63,Open,,802.11ac,144,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
24,airuc-guest,84:D4:7E:EF:35:50,"Aruba, a Hewlett Packard Enterprise Company",80,81,-64,-63,Open,,802.11ac,144,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
25,airuc-guest,84:D4:7E:E6:81:50,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,136,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
26,airuc-guest,84:D4:7E:E6:24:C0,"Aruba, a Hewlett Packard Enterprise Company",85,88,-56,-50,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
27,airuc-guest,84:D4:7E:E6:24:C0,"Aruba, a Hewlett Packard Enterprise Company",88,88,-50,-50,Open,,802.11n,6,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
28,airuc-guest,04:BD:88:27:51:90,"Aruba, a Hewlett Packard Enterprise Company",43,43,-78,-78,Open,,802.11ac,64,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
29,airuc-guest,04:BD:88:27:51:90,"Aruba, a Hewlett Packard Enterprise Company",43,43,-78,-78,Open,,802.11ac,64,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
30,airuc-guest,84:D4:7E:E6:73:F0,"Aruba, a Hewlett Packard Enterprise Company",50,50,-76,-76,Open,,802.11ac,136,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
31,airuc-guest,84:D4:7E:E6:73:F0,"Aruba, a Hewlett Packard Enterprise Company",50,50,-76,-76,Open,,802.11ac,136,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
32,airuc-guest,84:D4:7E:F2:F1:D0,"Aruba, a Hewlett Packard Enterprise Company",82,82,-60,-60,Open,,802.11ac,52,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
33,airuc-guest,84:D4:7E:F2:F1:D0,"Aruba, a Hewlett Packard Enterprise Company",81,82,-63,-60,Open,,802.11ac,52,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
34,airuc-guest,84:D4:7E:F2:FD:F0,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,104,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
35,airuc-guest,84:D4:7E:F2:FD:F0,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,104,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
36,airuc-guest,84:D4:7E:EF:3F:D0,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,100,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
37,airuc-guest,84:D4:7E:EF:3F:D0,"Aruba, a Hewlett Packard Enterprise Company",40,40,-79,-79,Open,,802.11ac,100,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
38,airuc-guest,84:D4:7E:F3:00:80,"Aruba, a Hewlett Packard Enterprise Company",80,80,-65,-65,Open,,802.11n,1,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
39,airuc-guest,84:D4:7E:F3:00:80,"Aruba, a Hewlett Packard Enterprise Company",80,80,-65,-65,Open,,802.11n,1,"2,5.5,11,18,24,36,48,54","6,9,12",Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
40,airuc-guest,84:D4:7E:E6:F2:30,"Aruba, a Hewlett Packard Enterprise Company",43,43,-78,-78,Open,,802.11ac,100,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:58:31.287
41,airuc-guest,84:D4:7E:E6:F2:30,"Aruba, a Hewlett Packard Enterprise Company",40,43,-79,-78,Open,,802.11ac,100,"6,9,12,18,24,36,48,54",,Infrastructure,Unknown,0.0,0.0,0,0,0,0,0,0,0,2024-02-16,19:59:07.058
